user_utterance,bot_response,source
did he say what time?,yes. he said he'd be here at 9 o'clock.,original
yes. he said he'd be here at 9 o'clock.,did he understand what the problem is?,original
did he understand what the problem is?,yes. i told him our doorbell doesn't work.,original
yes. i told him our doorbell doesn't work.,it shouldn't take him long to fix it.,original
it shouldn't take him long to fix it.,i don't even know why we need to fix it.,original
i don't even know why we need to fix it.,in case we have visitors.,original
in case we have visitors.,but they can just knock on the door.,original
but they can just knock on the door.,"actually, i want him to look at our carpet, too.",original
"actually, i want him to look at our carpet, too.","yes, it would be nice if he'd give us a new carpet.",original
do you like this house?,"yes, it's beautiful.",original
"yes, it's beautiful.",it's perfect for us and the kids.,original
it's perfect for us and the kids.,"three bedrooms, three bathrooms, and a big back yard.",original
"three bedrooms, three bathrooms, and a big back yard.",and we can afford it!,original
and we can afford it!,so are we going to buy it?,original
so are we going to buy it?,i'm afraid not.,original
i'm afraid not.,"it's too far from your job, isn't it?",original
"it's too far from your job, isn't it?",i can't spend four hours on the road every day.,original
i can't spend four hours on the road every day.,"by the time you get home, you'll be too tired to even eat.",original
"by the time you get home, you'll be too tired to even eat.",i won't be able to play with the kids.,original
i won't be able to play with the kids.,"no, we have to find something closer to your job.",original
"boy, it's chilly outside, isn't it?",it sure is.,original
it sure is.,"in fact, it's chilly in the apartment, too.",original
"in fact, it's chilly in the apartment, too.",let's turn on the heat.,original
let's turn on the heat.,i'll check to make sure that all the windows are shut.,original
i'll check to make sure that all the windows are shut.,it should be warmer in a few minutes.,original
it should be warmer in a few minutes.,it's so nice to have a heated apartment.,original
it's so nice to have a heated apartment.,how did they survive in the old days?,original
how did they survive in the old days?,they had fireplaces.,original
they had fireplaces.,someone had to chop the wood.,original
someone had to chop the wood.,and carry it into the house.,original
and carry it into the house.,all we have to do is flip a switch.,original
this is a nice neighborhood.,the streets are clean and quiet.,original
the streets are clean and quiet.,the neighbors don't party on the weekends.,original
the neighbors don't party on the weekends.,people take care of their lawns.,original
people take care of their lawns.,no rusty old cars are sitting in the front yards.,original
no rusty old cars are sitting in the front yards.,we never have to call the police about anything.,original
we never have to call the police about anything.,our kids are completely safe.,original
our kids are completely safe.,so why are we selling our house?,original
so why are we selling our house?,they're building a 3-story apartment building on the corner.,original
they're building a 3-story apartment building on the corner.,so we've got to sell before property values go down?,original
so we've got to sell before property values go down?,yes. i still can't believe our city council allowed this building.,original
yes. i still can't believe our city council allowed this building.,they're probably getting something under the table.,original
that was a huge fire in santa barbara.,"yes, it was.",original
"yes, it was.",they said about 30 houses burned to the ground.,original
they said about 30 houses burned to the ground.,and they were expensive houses.,original
and they were expensive houses.,i feel so sorry for those people.,original
i feel so sorry for those people.,why feel sorry for rich people?,original
why feel sorry for rich people?,i feel sorry for anyone who loses their home.,original
i feel sorry for anyone who loses their home.,"so do i, but not if they're rich.",original
"so do i, but not if they're rich.",what does that have to do with it?,original
what does that have to do with it?,rich people think they're better than us.,original
rich people think they're better than us.,how many rich people do you know?,original
how many rich people do you know?,none.,original
bears are invading our neighborhoods.,of course they are. they're starving to death.,original
